pokemon,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,egg_group_1,egg_group_2,generation_id,dual_type,log_weight,log_height,base_stat_total
scizor-mega,2,125,210,bug,steel,70,150,140,65,100,75,bug,NA,NA,TRUE,4.8283137373023015,0.6931471805599453,600
heracross-mega,1.7,62.5,210,bug,fighting,80,185,115,40,105,75,bug,NA,NA,TRUE,4.135166556742356,0.5306282510621704,600
houndoom-mega,1.9,49.5,210,dark,fire,75,90,90,140,90,115,ground,NA,NA,TRUE,3.901972669574645,0.6418538861723947,600
tyranitar-mega,2.5,255,315,rock,dark,100,164,150,95,120,71,monster,NA,NA,TRUE,5.541263545158426,0.9162907318741551,700
blaziken-mega,1.9,52,284,fire,fighting,80,160,80,130,80,100,ground,NA,NA,TRUE,3.9512437185814275,0.6418538861723947,630
gardevoir-mega,1.6,48.4,278,psychic,fairy,68,85,65,165,135,100,indeterminate,NA,NA,TRUE,3.879499813722586,0.47000362924573563,618
mawile-mega,1,23.5,168,steel,fairy,50,105,125,55,95,50,ground,fairy,NA,TRUE,3.1570004211501135,0,480
aggron-mega,2.2,395,284,steel,NA,70,140,230,60,80,50,monster,NA,NA,FALSE,5.978885764901122,0.7884573603642703,630
medicham-mega,1.3,31.5,179,fighting,psychic,60,100,85,80,85,100,humanshape,NA,NA,TRUE,3.449987545831587,0.26236426446749106,510
manectric-mega,1.8,44,201,electric,NA,70,75,80,135,80,135,ground,NA,NA,FALSE,3.784189633918261,0.5877866649021191,575
banette-mega,1.2,13,194,ghost,NA,64,165,75,93,83,75,indeterminate,NA,NA,FALSE,2.5649493574615367,0.1823215567939546,555
absol-mega,1.2,49,198,dark,NA,65,150,60,115,60,115,ground,NA,NA,FALSE,3.8918202981106265,0.1823215567939546,565
garchomp-mega,1.9,95,315,dragon,ground,108,170,115,120,95,92,monster,dragon,NA,TRUE,4.553876891600541,0.6418538861723947,700
lucario-mega,1.3,57.5,219,fighting,steel,70,145,88,140,70,112,ground,humanshape,NA,TRUE,4.051784947803305,0.26236426446749106,625
abomasnow-mega,2.7,185,208,grass,ice,90,132,105,132,105,30,monster,plant,NA,TRUE,5.220355825078324,0.9932517730102834,594
floette-eternal,0.2,0.9,243,fairy,NA,74,65,67,125,128,92,fairy,NA,NA,FALSE,-0.10536051565782628,-1.6094379124341003,551
latias-mega,1.8,52,315,dragon,psychic,80,100,120,140,150,110,no-eggs,NA,NA,TRUE,3.9512437185814275,0.5877866649021191,700
latios-mega,2.3,70,315,dragon,psychic,80,130,100,160,120,110,no-eggs,NA,NA,TRUE,4.248495242049359,0.8329091229351039,700
swampert-mega,1.9,102,286,water,ground,100,150,110,95,110,70,monster,water1,NA,TRUE,4.624972813284271,0.6418538861723947,635
sceptile-mega,1.9,55.2,284,grass,dragon,70,110,75,145,85,145,monster,dragon,NA,TRUE,4.01096295328305,0.6418538861723947,630
sableye-mega,0.5,161,168,dark,ghost,50,85,125,85,115,20,humanshape,NA,NA,TRUE,5.081404364984463,-0.6931471805599453,480
altaria-mega,1.5,20.6,207,dragon,fairy,75,110,110,110,105,80,flying,dragon,NA,TRUE,3.0252910757955354,0.4054651081081644,590
gallade-mega,1.6,56.4,278,psychic,fighting,68,165,95,65,115,110,indeterminate,NA,NA,TRUE,4.032469158504013,0.47000362924573563,618
audino-mega,1.5,32,425,normal,fairy,103,60,126,80,126,50,fairy,NA,NA,TRUE,3.4657359027997265,0.4054651081081644,545
sharpedo-mega,2.5,130.3,196,water,dark,70,140,70,110,65,105,water2,NA,NA,TRUE,4.869839484130799,0.9162907318741551,560
slowbro-mega,2,120,207,water,psychic,95,75,180,130,80,30,monster,water1,NA,TRUE,4.787491742782046,0.6931471805599453,590
steelix-mega,10.5,740,214,steel,ground,75,125,230,55,95,30,mineral,NA,NA,TRUE,6.606650186198215,2.3513752571634776,610
pidgeot-mega,2.2,50.5,261,normal,flying,83,80,80,135,80,121,flying,NA,NA,TRUE,3.9219733362813143,0.7884573603642703,579
glalie-mega,2.1,350.2,203,ice,NA,80,120,80,120,80,100,fairy,mineral,NA,FALSE,5.8585044198517515,0.7419373447293773,580
diancie-mega,1.1,27.8,315,rock,fairy,50,160,110,160,110,110,no-eggs,NA,NA,TRUE,3.3250360206965914,0.09531017980432493,700
metagross-mega,2.5,942.9,315,steel,psychic,80,145,150,105,110,110,mineral,NA,NA,TRUE,6.848960232471631,0.9162907318741551,700
kyogre-primal,9.8,430,347,water,NA,100,150,90,180,160,90,no-eggs,NA,NA,FALSE,6.063785208687608,2.2823823856765264,770
groudon-primal,5,999.7,347,ground,fire,100,180,160,150,90,90,no-eggs,NA,NA,TRUE,6.907455233973135,1.6094379124341003,770
rayquaza-mega,10.8,392,351,dragon,flying,105,180,100,180,100,115,no-eggs,NA,NA,TRUE,5.971261839790462,2.379546134130174,780
pikachu-rock-star,0.4,6,112,electric,NA,35,55,40,50,50,90,ground,fairy,NA,FALSE,1.791759469228055,-0.916290731874155,320
pikachu-belle,0.4,6,112,electric,NA,35,55,40,50,50,90,ground,fairy,NA,FALSE,1.791759469228055,-0.916290731874155,320
pikachu-pop-star,0.4,6,112,electric,NA,35,55,40,50,50,90,ground,fairy,NA,FALSE,1.791759469228055,-0.916290731874155,320
pikachu-phd,0.4,6,112,electric,NA,35,55,40,50,50,90,ground,fairy,NA,FALSE,1.791759469228055,-0.916290731874155,320
pikachu-libre,0.4,6,112,electric,NA,35,55,40,50,50,90,ground,fairy,NA,FALSE,1.791759469228055,-0.916290731874155,320
pikachu-cosplay,0.4,6,112,electric,NA,35,55,40,50,50,90,ground,fairy,NA,FALSE,1.791759469228055,-0.916290731874155,320
hoopa-unbound,6.5,490,306,psychic,dark,80,160,60,170,130,80,no-eggs,NA,NA,TRUE,6.194405391104672,1.8718021769015913,680
camerupt-mega,2.5,320.5,196,fire,ground,70,120,100,145,105,20,ground,NA,NA,TRUE,5.7698822763607245,0.9162907318741551,560
lopunny-mega,1.3,28.3,203,normal,fighting,65,136,94,54,96,135,ground,humanshape,NA,TRUE,3.342861804649192,0.26236426446749106,580
salamence-mega,1.8,112.6,315,dragon,flying,95,145,130,120,90,120,dragon,NA,NA,TRUE,4.72384171570559,0.5877866649021191,700
beedrill-mega,1.4,40.5,223,bug,poison,65,150,40,15,80,145,bug,NA,NA,TRUE,3.7013019741124933,0.3364722366212129,495
rattata-alola,0.3,3.8,51,dark,normal,30,56,35,25,35,72,ground,NA,NA,TRUE,1.33500106673234,-1.2039728043259361,253
raticate-alola,0.7,25.5,145,dark,normal,75,71,70,40,80,77,ground,NA,NA,TRUE,3.2386784521643803,-0.35667494393873245,413
raticate-totem-alola,1.4,105,145,dark,normal,75,71,70,40,80,77,ground,NA,NA,TRUE,4.653960350157523,0.3364722366212129,413
pikachu-original-cap,0.4,6,112,electric,NA,35,55,40,50,50,90,ground,fairy,NA,FALSE,1.791759469228055,-0.916290731874155,320
pikachu-hoenn-cap,0.4,6,112,electric,NA,35,55,40,50,50,90,ground,fairy,NA,FALSE,1.791759469228055,-0.916290731874155,320
pikachu-sinnoh-cap,0.4,6,112,electric,NA,35,55,40,50,50,90,ground,fairy,NA,FALSE,1.791759469228055,-0.916290731874155,320
pikachu-unova-cap,0.4,6,112,electric,NA,35,55,40,50,50,90,ground,fairy,NA,FALSE,1.791759469228055,-0.916290731874155,320
pikachu-kalos-cap,0.4,6,112,electric,NA,35,55,40,50,50,90,ground,fairy,NA,FALSE,1.791759469228055,-0.916290731874155,320
pikachu-alola-cap,0.4,6,112,electric,NA,35,55,40,50,50,90,ground,fairy,NA,FALSE,1.791759469228055,-0.916290731874155,320
raichu-alola,0.7,21,218,electric,psychic,60,85,50,95,85,110,ground,fairy,NA,TRUE,3.044522437723423,-0.35667494393873245,485
sandshrew-alola,0.7,40,60,ice,steel,50,75,90,10,35,40,ground,NA,NA,TRUE,3.6888794541139363,-0.35667494393873245,300
sandslash-alola,1.2,55,158,ice,steel,75,100,120,25,65,65,ground,NA,NA,TRUE,4.007333185232471,0.1823215567939546,450
vulpix-alola,0.6,9.9,60,ice,NA,38,41,40,50,65,65,ground,NA,NA,FALSE,2.2925347571405443,-0.5108256237659907,299
ninetales-alola,1.1,19.9,177,ice,fairy,73,67,75,81,100,109,ground,NA,NA,TRUE,2.990719731730447,0.09531017980432493,505
diglett-alola,0.2,1,53,ground,steel,10,55,30,35,45,90,ground,NA,NA,TRUE,0,-1.6094379124341003,265
dugtrio-alola,0.7,66.6,149,ground,steel,35,100,60,50,70,110,ground,NA,NA,TRUE,4.198704577546343,-0.35667494393873245,425
meowth-alola,0.4,4.2,58,dark,NA,40,35,35,50,40,90,ground,NA,NA,FALSE,1.4350845252893227,-0.916290731874155,290
persian-alola,1.1,33,154,dark,NA,65,60,60,75,65,115,ground,NA,NA,FALSE,3.4965075614664802,0.09531017980432493,440
geodude-alola,0.4,20.3,60,rock,electric,40,80,100,30,30,20,mineral,NA,NA,TRUE,3.0106208860477417,-0.916290731874155,300
graveler-alola,1,110,137,rock,electric,55,95,115,45,45,35,mineral,NA,NA,TRUE,4.700480365792417,0,390
golem-alola,1.7,316,223,rock,electric,80,120,130,55,65,45,mineral,NA,NA,TRUE,5.755742213586912,0.5306282510621704,495
grimer-alola,0.7,42,65,poison,dark,80,80,50,40,50,25,indeterminate,NA,NA,TRUE,3.7376696182833684,-0.35667494393873245,325
muk-alola,1,52,175,poison,dark,105,105,75,65,100,50,indeterminate,NA,NA,TRUE,3.9512437185814275,0,500
exeggutor-alola,10.9,415.6,186,grass,dragon,95,105,85,125,75,45,plant,NA,NA,TRUE,6.029723259225072,2.388762789235098,530
marowak-alola,1,34,149,fire,ghost,60,80,110,50,80,45,monster,NA,NA,TRUE,3.5263605246161616,0,425
greninja-battle-bond,1.5,40,239,water,dark,72,95,67,103,71,122,water1,NA,NA,TRUE,3.6888794541139363,0.4054651081081644,530
greninja-ash,1.5,40,288,water,dark,72,145,67,153,71,132,water1,NA,NA,TRUE,3.6888794541139363,0.4054651081081644,640
zygarde-10,1.2,33.5,219,dragon,ground,54,100,71,61,85,115,no-eggs,NA,NA,TRUE,3.5115454388310208,0.1823215567939546,486
zygarde-50,5,305,270,dragon,ground,108,100,121,81,95,95,no-eggs,NA,NA,TRUE,5.720311776607412,1.6094379124341003,600
zygarde-complete,4.5,610,319,dragon,ground,216,100,121,91,95,85,no-eggs,NA,NA,TRUE,6.413458957167357,1.5040773967762742,708
gumshoos-totem,1.4,60,146,normal,NA,88,110,60,55,60,45,ground,NA,NA,FALSE,4.0943445622221,0.3364722366212129,418
vikavolt-totem,2.6,147.5,225,bug,electric,77,70,90,145,75,43,bug,NA,NA,TRUE,4.993828175779875,0.9555114450274363,500
oricorio-pom-pom,0.6,3.4,167,electric,flying,75,70,70,98,70,93,flying,NA,NA,TRUE,1.2237754316221157,-0.5108256237659907,476
oricorio-pau,0.6,3.4,167,psychic,flying,75,70,70,98,70,93,flying,NA,NA,TRUE,1.2237754316221157,-0.5108256237659907,476
oricorio-sensu,0.6,3.4,167,ghost,flying,75,70,70,98,70,93,flying,NA,NA,TRUE,1.2237754316221157,-0.5108256237659907,476
lycanroc-midnight,1.1,25,170,rock,NA,85,115,75,55,75,82,ground,NA,NA,FALSE,3.2188758248682006,0.09531017980432493,487
wishiwashi-school,8.2,78.6,217,water,NA,45,140,130,140,135,30,water2,NA,NA,FALSE,4.364371699435161,2.1041341542702074,620
lurantis-totem,1.5,58,168,grass,NA,70,105,90,80,90,45,plant,NA,NA,FALSE,4.060443010546419,0.4054651081081644,480
salazzle-totem,2.1,81,168,poison,fire,68,64,60,111,60,117,monster,dragon,NA,TRUE,4.394449154672439,0.7419373447293773,480
minior-orange-meteor,0.3,40,154,rock,flying,60,60,100,60,100,60,mineral,NA,NA,TRUE,3.6888794541139363,-1.2039728043259361,440
minior-yellow-meteor,0.3,40,154,rock,flying,60,60,100,60,100,60,mineral,NA,NA,TRUE,3.6888794541139363,-1.2039728043259361,440
minior-green-meteor,0.3,40,154,rock,flying,60,60,100,60,100,60,mineral,NA,NA,TRUE,3.6888794541139363,-1.2039728043259361,440
minior-blue-meteor,0.3,40,154,rock,flying,60,60,100,60,100,60,mineral,NA,NA,TRUE,3.6888794541139363,-1.2039728043259361,440
minior-indigo-meteor,0.3,40,154,rock,flying,60,60,100,60,100,60,mineral,NA,NA,TRUE,3.6888794541139363,-1.2039728043259361,440
minior-violet-meteor,0.3,40,154,rock,flying,60,60,100,60,100,60,mineral,NA,NA,TRUE,3.6888794541139363,-1.2039728043259361,440
minior-red,0.3,0.3,175,rock,flying,60,100,60,100,60,120,mineral,NA,NA,TRUE,-1.2039728043259361,-1.2039728043259361,500
minior-orange,0.3,0.3,175,rock,flying,60,100,60,100,60,120,mineral,NA,NA,TRUE,-1.2039728043259361,-1.2039728043259361,500
minior-yellow,0.3,0.3,175,rock,flying,60,100,60,100,60,120,mineral,NA,NA,TRUE,-1.2039728043259361,-1.2039728043259361,500
minior-green,0.3,0.3,175,rock,flying,60,100,60,100,60,120,mineral,NA,NA,TRUE,-1.2039728043259361,-1.2039728043259361,500
minior-blue,0.3,0.3,175,rock,flying,60,100,60,100,60,120,mineral,NA,NA,TRUE,-1.2039728043259361,-1.2039728043259361,500
minior-indigo,0.3,0.3,175,rock,flying,60,100,60,100,60,120,mineral,NA,NA,TRUE,-1.2039728043259361,-1.2039728043259361,500
minior-violet,0.3,0.3,175,rock,flying,60,100,60,100,60,120,mineral,NA,NA,TRUE,-1.2039728043259361,-1.2039728043259361,500
mimikyu-busted,0.2,0.7,167,ghost,fairy,55,90,80,50,105,96,indeterminate,NA,NA,TRUE,-0.35667494393873245,-1.6094379124341003,476
mimikyu-totem-disguised,0.4,2.8,167,ghost,fairy,55,90,80,50,105,96,indeterminate,NA,NA,TRUE,1.0296194171811581,-0.916290731874155,476
mimikyu-totem-busted,0.4,2.8,167,ghost,fairy,55,90,80,50,105,96,indeterminate,NA,NA,TRUE,1.0296194171811581,-0.916290731874155,476
kommo-o-totem,2.4,207.5,270,dragon,fighting,75,110,125,100,105,85,dragon,NA,NA,TRUE,5.335131339670753,0.8754687373538999,600
magearna-original,1,80.5,120,steel,fairy,80,95,115,130,115,65,no-eggs,NA,NA,TRUE,4.388257184424518,0,600
